Hit,Text_id,Context_before,Query_item,Context_after,Tagged_context_before,Tagged_query_item,Tagged_context_after,Matchbegin_corpus_position,Matchend_corpus_position,V1,Permittee,V2,V2_type,V2_permittee_control,V2_valency,Permitter_semantics,Permittee_semantics,Com_channel,BNC_domain,Domain_use,V1_imperative,V2_length,V1_distance
5127,G4H,"are allowed to live there rent free , even though you own the house , you wo n't be liable to capital gains on disposal , er if they , if they actually pass the ownership of the house to you while they 're alive , and then you continue to",<<< let them live rent >>>,"free , as I understand it , you w there would be no capital gains liability on disposal . Is , does that seven years ? No , no . That 's inheritance tax , that 's a different er a different er matter really . Er this is capital","are_VBB allowed_VVN to_TO0 live_VVI there_AV0 rent_VVB-NN1 free_AJ0 ,_PUN even_CJS though you_PNP own_VVB the_AT0 house_NN1 ,_PUN you_PNP wo_VM0 n't_XX0 be_VBI liable_AJ0 to_PRP capital_NN1 gains_NN2 on_PRP disposal_NN1 ,_PUN er_UNC if_CJS they_PNP ,_PUN if_CJS they_PNP actually_AV0 pass_VVB the_AT0 ownership_NN1 of_PRF the_AT0 house_NN1 to_PRP you_PNP while_CJS they_PNP 're_VBB alive_AJ0 ,_PUN and_CJC then_AV0 you_PNP continue_VVB to_TO0",<<< let_VVI them_PNP live_VVI rent_NN1-VVB >>>,"free_AJ0 ,_PUN as_CJS I_PNP understand_VVB it_PNP ,_PUN you_PNP w_UNC there_EX0 would_VM0 be_VBI no_AT0 capital_NN1 gains_NN2 liability_NN1 on_PRP disposal_NN1 ._PUN Is_VBZ ,_PUN does_VDZ that_DT0 seven_CRD years_NN2 ?_PUN No_ITJ ,_PUN no_ITJ ._PUN That_DT0 's_VBZ inheritance_NN1 tax_NN1 ,_PUN that_DT0 's_VBZ a_AT0 different_AJ0 er_UNC a_AT0 different_AJ0 er_UNC matter_NN1 really_AV0 ._PUN Er_UNC this_DT0 is_VBZ capital_AJ0-NN1",64603759,64603762,let,them,live,verb,unclear,active,animate,animate,spoken,public_institutional,public,non-imperative,4,1
5128,G4H,", stick to the major players . I remember one teacher retiring several years ago in Nottingham said to me er he says I 'm sticking with the Nationwide , me . He says . Well why 's that I said ? Well when I cycle into Nottingham , they",<<< let me keep my >>>,"bike in the branch while I go shopping . And that 's Rather than replacing the push bike . Erm just before we break , erm it might be worthwhile just having a look at a few examples . And erm we wo n't have time to go through all of",",_PUN stick_VVI to_PRP the_AT0 major_AJ0 players_NN2 ._PUN I_PNP remember_VVB one_CRD teacher_NN1 retiring_VVG-AJ0 several_DT0 years_NN2 ago_AV0 in_PRP Nottingham_NP0 said_VVD to_PRP me_PNP er_UNC he_PNP says_VVZ I_PNP 'm_VBB sticking_VVG-AJ0 with_PRP the_AT0 Nationwide_AJ0 ,_PUN me_PNP ._PUN He_PNP says_VVZ ._PUN Well_AV0 why_AVQ 's_VBZ that_DT0 I_PNP said_VVD ?_PUN Well_AV0 when_CJS I_PNP cycle_VVB-NN1 into_PRP Nottingham_NP0 ,_PUN they_PNP",<<< let_VVB me_PNP keep_VVI my_DPS >>>,"bike_NN1 in_PRP the_AT0 branch_NN1 while_CJS I_PNP go_VVB shopping_VVG ._PUN And_CJC that_DT0 's_VBZ Rather_PRP than replacing_VVG the_AT0 push_NN1 bike_NN1 ._PUN Erm_UNC just_AV0 before_CJS we_PNP break_VVB ,_PUN erm_UNC it_PNP might_VM0 be_VBI worthwhile_AJ0 just_AV0 having_VHG a_AT0 look_NN1 at_PRP a_AT0 few_DT0 examples_NN2 ._PUN And_CJC erm_UNC we_PNP wo_VM0 n't_XX0 have_VHI time_NN1 to_TO0 go_VVI through_PRP-AVP all_DT0 of_PRF",64609973,64609976,let,me,keep,verb,control,active,animate,animate,spoken,public_institutional,public,non-imperative,4,1
5136,G4X,"No not that five . For it 's got forty seven at the bottom , is that the one , this one ? That five . Right . That goes ? Under the There yeah . Right got it . You 're not gon na say anything are you ?",<<< Let it be noted >>>,"that J , head of was actually in the room at the time of this meeting . Right . From what I can recall from last time we met , the purpose of the meeting is to actually pick up on the training program . And review where we got","No_ITJ not_XX0 that_AV0 five_CRD ._PUN For_UNC it_PNP 's_VHZ got_VVN forty_CRD seven_CRD at_PRP the_AT0 bottom_NN1-AJ0 ,_PUN is_VBZ that_DT0 the_AT0 one_PNI-CRD ,_PUN this_DT0 one_PNI ?_PUN That_DT0 five_CRD ._PUN Right_AV0 ._PUN That_DT0-CJT goes_VVZ ?_PUN Under_PRP the_AT0 There_AV0 yeah_ITJ ._PUN Right_AV0 got_VVD-VVN it_PNP ._PUN You_PNP 're_VBB not_XX0 gon_VVG na_TO0 say_VVI anything_PNI are_VBB you_PNP ?_PUN",<<< Let_VVB it_PNP be_VBI noted_VVN >>>,"that_CJT J_ZZ0 ,_PUN head_NN1 of_PRF was_VBD actually_AV0 in_PRP the_AT0 room_NN1 at_PRP the_AT0 time_NN1 of_PRF this_DT0 meeting_NN1 ._PUN Right_AV0 ._PUN From_PRP what_DTQ I_PNP can_VM0 recall_VVI from_PRP last_ORD time_NN1 we_PNP met_VVD ,_PUN the_AT0 purpose_NN1 of_PRF the_AT0 meeting_NN1 is_VBZ to_TO0 actually_AV0 pick_VVI up_AVP on_PRP the_AT0 training_NN1 program_NN1 ._PUN And_CJC review_VVB-NN1 where_AVQ we_PNP got_VVD",64708115,64708118,let,it,note,verb,no control,passive,animate,inanimate,spoken,business,public,imperative,4,1
5137,G4X,"holidays , which it probably does , so the November one I 'm trying for . I 'll ring them up and see if they 've got any places left . Well Cath can do it for you . I 've got the booklet with me actually . Will you",<<< let me go again >>>,on the basis I made a cock-up the first time round . Mm . Erm When we we but we already do quite a lot of this anyway . I mean the whole Yeah . thing about objectives . I mean you you ca n't run a course I always,"holidays_NN2 ,_PUN which_DTQ it_PNP probably_AV0 does_VDZ ,_PUN so_AV0 the_AT0 November_NP0 one_PNI I_PNP 'm_VBB trying_VVG for_PRP ._PUN I_PNP 'll_VM0 ring_VVI them_PNP up_AVP and_CJC see_VVB if_CJS they_PNP 've_VHB got_VVN any_DT0 places_NN2 left_VVN ._PUN Well_AV0 Cath_NP0 can_VM0 do_VDI it_PNP for_PRP you_PNP ._PUN I_PNP 've_VHB got_VVN the_AT0 booklet_NN1 with_PRP me_PNP actually_AV0 ._PUN Will_VM0 you_PNP",<<< let_VVI me_PNP go_VVI again_AV0 >>>,on_PRP the_AT0 basis_NN1 I_PNP made_VVD a_AT0 cock-up_NN1 the_AT0 first_ORD time_NN1 round_AVP ._PUN Mm_ITJ ._PUN Erm_UNC When_CJS we_PNP we_PNP but_CJC we_PNP already_AV0 do_VDB quite_AV0 a_AT0 lot_NN1 of_PRF this_DT0 anyway_AV0 ._PUN I_PNP mean_VVB the_AT0 whole_NN1-AJ0 Yeah_ITJ ._PUN thing_NN1 about_PRP objectives_NN2 ._PUN I_PNP mean_VVB you_PNP you_PNP ca_VM0 n't_XX0 run_VVI a_AT0 course_NN1 I_PNP always_AV0,64719182,64719185,let,me,go,verb,control,active,animate,animate,spoken,business,public,non-imperative,2,1
5138,G4X,"think it fits into B S five seven five O ? Spelt . if you think it 's so important how can we do it ? Well I 'll go and lock myself in a hotel room next week . Could you call in on my cousin , just to",<<< let her know how >>>,"I am . I do n't disagree I mean I I again it 's a key it 's a key element to to actually formalizing the training in that I mean , if you 're going to do it properly , it all fits into you know I think the","think_VVI it_PNP fits_VVZ into_PRP B_ZZ0 S_ZZ0 five_CRD seven_CRD five_CRD O_ZZ0 ?_PUN Spelt_VVN ._PUN if_CJS you_PNP think_VVB it_PNP 's_VBZ so_AV0 important_AJ0 how_AVQ can_VM0 we_PNP do_VDI it_PNP ?_PUN Well_AV0 I_PNP 'll_VM0 go_VVI and_CJC lock_VVI myself_PNX in_PRP a_AT0 hotel_NN1 room_NN1 next_ORD week_NN1 ._PUN Could_VM0 you_PNP call_VVI in_AVP-PRP on_PRP my_DPS cousin_NN1 ,_PUN just_AV0 to_TO0",<<< let_VVI her_PNP know_VVI how_AVQ >>>,"I_PNP am_VBB ._PUN I_PNP do_VDB n't_XX0 disagree_VVI I_PNP mean_VVB I_PNP I_PNP again_AV0 it_PNP 's_VBZ a_AT0 key_NN1 it_PNP 's_VBZ a_AT0 key_AJ0 element_NN1 to_TO0 to_TO0 actually_AV0 formalizing_VVG the_AT0 training_NN1 in_PRP that_DT0 I_PNP mean_VVB ,_PUN if_CJS you_PNP 're_VBB going_VVG to_TO0 do_VDI it_PNP properly_AV0 ,_PUN it_PNP all_DT0 fits_NN2-VVZ into_PRP you_PNP know_VVB I_PNP think_VVB the_AT0",64723385,64723388,let,her ,know,verb,unclear,active,animate,animate,spoken,business,public,non-imperative,4,1
5139,G56,just it looks terrible . I may go through for a day you know . Aye Och . . It 's not it 's not worth it . It 's not worth that Ah well . even . Ah well . can go through . Aye they can let them,<<< let them go let >>>,them go . There 's a good ice cream shop . Oh I like ice cream . Oh I like ice cream . I 'm I 'm very partial to ice cream . Yes I I must say that . I like ice cream . Well thank you very much,just_AV0 it_PNP looks_VVZ terrible_AJ0 ._PUN I_PNP may_VM0 go_VVI through_AVP for_PRP a_AT0 day_NN1 you_PNP know_VVB ._PUN Aye_ITJ Och_ITJ ._PUN ._PUN It_PNP 's_VBZ not_XX0 it_PNP 's_VBZ not_XX0 worth_PRP it_PNP ._PUN It_PNP 's_VBZ not_XX0 worth_PRP that_DT0 Ah_ITJ well_AV0 ._PUN even_AV0 ._PUN Ah_ITJ well_AV0 ._PUN can_VM0 go_VVI through_AVP ._PUN Aye_ITJ they_PNP can_VM0 let_VVI them_PNP,<<< let_VVI them_PNP go_VVI let_VVB >>>,them_PNP go_VVI ._PUN There_EX0 's_VBZ a_AT0 good_AJ0 ice_NN1 cream_NN1 shop_NN1 ._PUN Oh_ITJ I_PNP like_VVB ice_NN1 cream_NN1 ._PUN Oh_ITJ I_PNP like_VVB ice_NN1 cream_NN1 ._PUN I_PNP 'm_VBB I_PNP 'm_VBB very_AV0 partial_AJ0 to_PRP ice_NN1 cream_NN1 ._PUN Yes_ITJ I_PNP I_PNP must_VM0 say_VVI that_DT0 ._PUN I_PNP like_VVB ice_NN1 cream_NN1 ._PUN Well_AV0 thank_VVB you_PNP very_AV0 much_AV0,64730669,64730672,let,them,go,verb,control,active,animate,animate,spoken,public_institutional,public,non-imperative,2,1
5140,G58,". Right . Right . Er and we 've got your new phone number . Aye . Got that . And we 'll give you a phone as soon as they get back to us . And if they can do it this afternoon or tomorrow morning , Aye . we 'll",<<< let you know right >>>,away . It should n't be too long ? It should Oh no it should n't be Hopefully within . I know . Yeah . Right thanks . Right cheerio now . golfing conversations of any use . Pardon ? Golfing conversations of any use . No . Why what,"._PUN Right_AV0 ._PUN Right_AV0 ._PUN Er_UNC and_CJC we_PNP 've_VHB got_VVN your_DPS new_AJ0 phone_NN1 number_NN1 ._PUN Aye_ITJ ._PUN Got_VVN-VVD that_DT0 ._PUN And_CJC we_PNP 'll_VM0 give_VVI you_PNP a_AT0 phone_NN1 as_CJS soon as they_PNP get_VVB back_AVP to_PRP us_PNP ._PUN And_CJC if_CJS they_PNP can_VM0 do_VDI it_PNP this_DT0 afternoon_NN1 or_CJC tomorrow_AV0 morning_NN1 ,_PUN Aye_ITJ ._PUN we_PNP 'll_VM0",<<< let_VVI you_PNP know_VVI right_AV0-AJ0 >>>,away_AV0 ._PUN It_PNP should_VM0 n't_XX0 be_VBI too_AV0 long_AJ0 ?_PUN It_PNP should_VM0 Oh_ITJ no_ITJ it_PNP should_VM0 n't_XX0 be_VBI Hopefully_AV0 within_PRP ._PUN I_PNP know_VVB ._PUN Yeah_ITJ ._PUN Right_AV0-AJ0 thanks_NN2 ._PUN Right_AV0 cheerio_ITJ now_AV0 ._PUN golfing_NN1 conversations_NN2 of_PRF any_DT0 use_NN1 ._PUN Pardon_NN1 ?_PUN Golfing_NN1 conversations_NN2 of_PRF any_DT0 use_NN1 ._PUN No_ITJ ._PUN Why_AVQ what_DTQ,64731842,64731845,let,you ,know,verb,unclear,active,animate,animate,spoken,public_institutional,public,non-imperative,4,1
5142,G5H,"we should respond to them . We 're going to be talking about things like , the Christian and sin , the Christian and responsibility . things like our salvation , our failures , love . topics like that . Tonight then it 's a communion thanksgiving service , but",<<< let me just spend >>>,"a few minutes just sketching a little background on some of life 's challenges . the challenges which Jesus himself presents to Christians , and the challenges which life presents in a general sense . In the gospel of Saint Matthew tonight we read , in chapter sixteen at versus","we_PNP should_VM0 respond_VVI to_PRP them_PNP ._PUN We_PNP 're_VBB going_VVG to_TO0 be_VBI talking_VVG about_PRP things_NN2 like_AV0 ,_PUN the_AT0 Christian_AJ0-NN1 and_CJC sin_NN1-VVB ,_PUN the_AT0 Christian_AJ0-NN1 and_CJC responsibility_NN1 ._PUN things_NN2 like_PRP our_DPS salvation_NN1 ,_PUN our_DPS failures_NN2 ,_PUN love_NN1-VVB ._PUN topics_NN2 like_PRP that_DT0 ._PUN Tonight_AV0 then_AV0 it_PNP 's_VBZ a_AT0 communion_NN1 thanksgiving_NN1 service_NN1 ,_PUN but_CJC",<<< let_VVB me_PNP just_AJ0 spend_VVI >>>,"a_AT0 few_DT0 minutes_NN2 just_AV0 sketching_VVG a_AT0 little_AJ0 background_NN1 on_PRP some_DT0 of_PRF life_NN1 's_POS challenges_NN2 ._PUN the_AT0 challenges_NN2 which_DTQ Jesus_NP0 himself_PNX presents_VVZ-NN2 to_PRP Christians_NN2 ,_PUN and_CJC the_AT0 challenges_NN2 which_DTQ life_NN1 presents_NN2 in_PRP a_AT0 general_AJ0 sense_NN1 ._PUN In_PRP the_AT0 gospel_NN1 of_PRF Saint_NP0 Matthew_NP0 tonight_AV0 we_PNP read_VVB ,_PUN in_PRP chapter_NN1 sixteen_CRD at_PRP versus_PRP",64773050,64773053,let,me,spend,verb,control,active,animate,animate,spoken,public_institutional,public,imperative,5,2
5143,G5H,"Christians , and the challenges which life presents in a general sense . In the gospel of Saint Matthew tonight we read , in chapter sixteen at versus twenty four and twenty five , these words . Jesus told his disciples , if any man would come after me ,",<<< let him deny himself >>>,"and take up his cross and follow me . For whoever would save his life will lose it . And who ever loses his life for my sake , will find it . Now there 's a challenge , if ever there was one . Jesus Christ never ever calls","Christians_NN2 ,_PUN and_CJC the_AT0 challenges_NN2 which_DTQ life_NN1 presents_NN2 in_PRP a_AT0 general_AJ0 sense_NN1 ._PUN In_PRP the_AT0 gospel_NN1 of_PRF Saint_NP0 Matthew_NP0 tonight_AV0 we_PNP read_VVB ,_PUN in_PRP chapter_NN1 sixteen_CRD at_PRP versus_PRP twenty_CRD four_CRD and_CJC twenty_CRD five_CRD ,_PUN these_DT0 words_NN2 ._PUN Jesus_NP0 told_VVD his_DPS disciples_NN2 ,_PUN if_CJS any_DT0 man_NN1 would_VM0 come_VVI after_PRP me_PNP ,_PUN",<<< let_VVB him_PNP deny_VVI himself_PNX >>>,"and_CJC take_VVB up_AVP-PRP his_DPS cross_NN1 and_CJC follow_VVB me_PNP ._PUN For_PRP whoever_PNQ would_VM0 save_VVI his_DPS life_NN1 will_VM0 lose_VVI it_PNP ._PUN And_CJC who_PNQ ever_AV0 loses_VVZ his_DPS life_NN1 for_PRP my_DPS sake_NN1 ,_PUN will_VM0 find_VVI it_PNP ._PUN Now_AV0 there_EX0 's_VBZ a_AT0 challenge_NN1 ,_PUN if_CJS ever_AV0 there_EX0 was_VBD one_PNI-CRD ._PUN Jesus_NP0 Christ_NP0 never_AV0 ever_AV0 calls_VVZ",64773126,64773129,let,him ,deny,verb,control,active,animate,animate,spoken,public_institutional,public,imperative,4,1
5149,G5J,no . through this quite quick ? No not too quickly . Erm I was n't to see the Coronation Street finishes at half past twenty five past . So it 's just about the right time Aha . Right . How 's the House sitting alright eh ? Oh better,<<< let her get away >>>,to Coronation Street . Okay . Now do you ever buy stamps though to give to other people ? To give to other people ? No . Mhm . No . So you 're not a giver . Mm . And I think it 's safe to say you 're,no_ITJ ._PUN through_PRP this_DT0 quite_AV0 quick_AJ0 ?_PUN No_ITJ not_XX0 too_AV0 quickly_AV0 ._PUN Erm_UNC I_PNP was_VBD n't_XX0 to_TO0 see_VVI the_AT0 Coronation_NP0 Street_NP0 finishes_VVZ at_PRP half_DT0 past_PRP twenty_CRD five_CRD past_PRP ._PUN So_AV0 it_PNP 's_VBZ just_AV0 about the_AT0 right_AJ0 time_NN1 Aha_ITJ ._PUN Right_AV0 ._PUN How_AVQ 's_VBZ the_AT0 House_NN1 sitting_VVG alright_AJ0 eh_ITJ ?_PUN Oh_ITJ better_AV0,<<< let_VVI her_PNP get_VVB away_AV0 >>>,to_PRP Coronation_NP0 Street_NP0 ._PUN Okay_AV0 ._PUN Now_AV0 do_VDB you_PNP ever_AV0 buy_VVI stamps_NN2 though_AV0 to_TO0 give_VVI to_PRP other_AJ0 people_NN0 ?_PUN To_TO0 give_VVI to_PRP other_AJ0 people_NN0 ?_PUN No_ITJ ._PUN Mhm_ITJ ._PUN No_ITJ ._PUN So_AV0 you_PNP 're_VBB not_XX0 a_AT0 giver_NN1 ._PUN Mm_ITJ ._PUN And_CJC I_PNP think_VVB it_PNP 's_VBZ safe_AJ0 to_TO0 say_VVI you_PNP 're_VBB,64781355,64781358,let,her ,get away with,phrasal verb,control,active,animate,animate,spoken,business,public,imperative,11,1
5150,G5J,other people ? To give to other people ? No . Mhm . No . So you 're not a giver . Mm . And I think it 's safe to say you 're working . Mhm . Full time . Mhm . And you are a doctor . And,<<< let me see if >>>,it 's in this list . Mm A what ? Doctor . Yeah . Er Do you have a stamp collection now or have you ever collected stamps ? Yes you have . Er How old were you when you started collecting stamps ? Oh well eight Down memory lane,other_AJ0 people_NN0 ?_PUN To_TO0 give_VVI to_PRP other_AJ0 people_NN0 ?_PUN No_ITJ ._PUN Mhm_ITJ ._PUN No_ITJ ._PUN So_AV0 you_PNP 're_VBB not_XX0 a_AT0 giver_NN1 ._PUN Mm_ITJ ._PUN And_CJC I_PNP think_VVB it_PNP 's_VBZ safe_AJ0 to_TO0 say_VVI you_PNP 're_VBB working_VVG ._PUN Mhm_ITJ ._PUN Full_AJ0 time_NN1 ._PUN Mhm_ITJ ._PUN And_CJC you_PNP are_VBB a_AT0 doctor_NN1 ._PUN And_CJC,<<< let_VVB me_PNP see_VVI if_CJS >>>,it_PNP 's_VBZ in_PRP this_DT0 list_NN1 ._PUN Mm_ITJ A_AT0 what_DTQ ?_PUN Doctor_NN1 ._PUN Yeah_ITJ ._PUN Er_UNC Do_VDB you_PNP have_VHI a_AT0 stamp_NN1 collection_NN1 now_AV0 or_CJC have_VHB you_PNP ever_AV0 collected_VVN-AJ0 stamps_NN2 ?_PUN Yes_ITJ you_PNP have_VHB ._PUN Er_UNC How_AVQ old_AJ0 were_VBD you_PNP when_CJS you_PNP started_VVD collecting_VVG stamps_NN2 ?_PUN Oh_ITJ well_AV0 eight_CRD Down_PRP memory_NN1 lane_NN1,64781425,64781428,let,me,see,verb,control,active,animate,animate,spoken,business,public,imperative,3,1
5151,G5K,"this God-man Jesus Christ who came into our world , was baptized and died . Jesus was the son of God , not only at his baptism but also at his death . Is that thing still going ? Can you see it going ? Yeah , when it stops",<<< let me know cos >>>,"I 'll turn it over . This man this truth is extremely important , because if Jesus died only as a man , his sacrificial anointment would have been sufficient to take Would not Would not have been sufficient No . to take away the guilt of man 's sin","this_DT0 God-man_AJ0-NN1 Jesus_NP0 Christ_NP0 who_PNQ came_VVD into_PRP our_DPS world_NN1 ,_PUN was_VBD baptized_VVN-AJ0 and_CJC died_VVD ._PUN Jesus_NP0 was_VBD the_AT0 son_NN1 of_PRF God_NP0 ,_PUN not_XX0 only_AV0 at_PRP his_DPS baptism_NN1 but_CJC also_AV0 at_PRP his_DPS death_NN1 ._PUN Is_VBZ that_DT0 thing_NN1 still_AV0 going_VVG ?_PUN Can_VM0 you_PNP see_VVI it_PNP going_VVG ?_PUN Yeah_ITJ ,_PUN when_CJS it_PNP stops_VVZ",<<< let_VVB me_PNP know_VVI cos_CJS >>>,"I_PNP 'll_VM0 turn_VVI it_PNP over_AVP ._PUN This_DT0 man_NN1 this_DT0 truth_NN1 is_VBZ extremely_AV0 important_AJ0 ,_PUN because_CJS if_CJS Jesus_NP0 died_VVD only_AV0-AJ0 as_PRP-CJS a_AT0 man_NN1 ,_PUN his_DPS sacrificial_AJ0 anointment_NN1 would_VM0 have_VHI been_VBN sufficient_AJ0 to_TO0 take_VVI Would_VM0 not_XX0 Would_VM0 not_XX0 have_VHI been_VBN sufficient_AJ0 No_ITJ ._PUN to_TO0 take_VVI away_AV0 the_AT0 guilt_NN1 of_PRF man_NN1 's_POS sin_NN1",64802913,64802916,let,me,know,verb,unclear,active,animate,animate,spoken,public_institutional,public,imperative,4,1
5153,G5K,"he is your teacher , the spirit of truth who will guide you into all truth . He will teach you everything . Jesus promises that . And what does the holy spirit teach you ? It teaches you remain in him In other words remain in his word and",<<< let it remain in >>>,"you . Live in Jesus keep walking in his way , looking to him who is the author and perfector of our faith . Not looking back or down or in but up to him . And the outcome And now dear children , verse twenty eight , Yeah . You","he_PNP is_VBZ your_DPS teacher_NN1 ,_PUN the_AT0 spirit_NN1 of_PRF truth_NN1 who_PNQ will_VM0 guide_VVI you_PNP into_PRP all_DT0 truth_NN1 ._PUN He_PNP will_VM0 teach_VVI you_PNP everything_PNI ._PUN Jesus_NP0 promises_VVZ that_DT0 ._PUN And_CJC what_DTQ does_VDZ the_AT0 holy_AJ0 spirit_NN1 teach_VVB you_PNP ?_PUN It_PNP teaches_VVZ you_PNP remain_VVB in_PRP him_PNP In_PRP-AVP other_AJ0 words_NN2 remain_VVB in_PRP his_DPS word_NN1 and_CJC",<<< let_VVB it_PNP remain_VVI in_PRP-AVP >>>,"you_PNP ._PUN Live_VVB in_PRP Jesus_NP0 keep_VVB walking_VVG in_PRP his_DPS way_NN1 ,_PUN looking_VVG to_PRP him_PNP who_PNQ is_VBZ the_AT0 author_NN1 and_CJC perfector_NN1 of_PRF our_DPS faith_NN1 ._PUN Not_XX0 looking_VVG back_AVP or_CJC down_AVP or_CJC in_AVP-PRP but_CJC up_PRP to him_PNP ._PUN And_CJC the_AT0 outcome_NN1 And_CJC now_AV0 dear_AJ0-NN1 children_NN2 ,_PUN verse_NN1-VVB twenty_CRD eight_CRD ,_PUN Yeah_ITJ ._PUN You_PNP",64805127,64805130,let,it,remain,verb,no control,active,animate,inanimate,spoken,public_institutional,public,imperative,6,1
5154,G5M,"they 'd have to do an operation on her by taking a piece of bone from her hip , Mhm . and putting it in the leg . But they said it was knitting together lovely . Good good . But then they took the pins out , Ah .",<<< let her go home >>>,"Friday , discharged her the day after . She 'd put too much weight on it , and she 's back in hospital , she 's broke it . Well they 'll probably have to put at least the bone in there , it 's a bone graft . They 've","they_PNP 'd_VM0 have_VHI to_TO0 do_VDI an_AT0 operation_NN1 on_PRP her_PNP by_PRP taking_VVG a_AT0 piece_NN1 of_PRF bone_NN1 from_PRP her_DPS hip_NN1 ,_PUN Mhm_ITJ ._PUN and_CJC putting_VVG it_PNP in_PRP the_AT0 leg_NN1 ._PUN But_CJC they_PNP said_VVD it_PNP was_VBD knitting_VVG together_AV0 lovely_AJ0 ._PUN Good_AJ0 good_AJ0 ._PUN But_CJC then_AV0 they_PNP took_VVD the_AT0 pins_NN2 out_AVP ,_PUN Ah_ITJ ._PUN",<<< let_VVB her_PNP go_VVI home_AV0 >>>,"Friday_NP0 ,_PUN discharged_VVN her_PNP the_AT0 day_NN1 after_AV0 ._PUN She_PNP 'd_VM0 put_VVI too_AV0 much_DT0 weight_NN1 on_PRP it_PNP ,_PUN and_CJC she_PNP 's_VBZ back_AVP in_PRP hospital_NN1 ,_PUN she_PNP 's_VHZ broke_VVN-AJ0 it_PNP ._PUN Well_AV0 they_PNP 'll_VM0 probably_AV0 have_VHI to_TO0 put_VVI at_AV0 least the_AT0 bone_NN1 in_PRP there_AV0 ,_PUN it_PNP 's_VBZ a_AT0 bone_NN1 graft_NN1-VVB ._PUN They_PNP 've_VHB",64810623,64810626,let,her ,go,verb,control,active,animate,animate,spoken,public_institutional,public,imperative,2,1
